variant,base_model,normalization,iteration,macro_f1
dino_vitb16_dataset,dino_vitb16,dataset,20,81.88690156837019
dino_vitb16_dataset,dino_vitb16,dataset,21,84.37595591187744
dino_vitb16_dataset,dino_vitb16,dataset,22,81.55830566583127
dino_vitb16_dataset,dino_vitb16,dataset,23,81.92901117568184
dino_vitb16_dataset,dino_vitb16,dataset,24,79.65147944837963
dino_vitb16_dataset,dino_vitb16,dataset,25,83.41866530256783
dino_vitb16_dataset,dino_vitb16,dataset,26,82.36064139133019
dino_vitb16_dataset,dino_vitb16,dataset,27,80.64297143670105
dino_vitb16_dataset,dino_vitb16,dataset,28,82.55370863206947
dino_vitb16_dataset,dino_vitb16,dataset,29,82.15337326082106
dino_vitb16_dataset,dino_vitb16,dataset,30,84.44772660691866
dino_vitb16_dataset,dino_vitb16,dataset,31,82.31471962065
dino_vitb16_dataset,dino_vitb16,dataset,32,81.86767047653593
dino_vitb16_dataset,dino_vitb16,dataset,33,82.5612095403254
dino_vitb16_dataset,dino_vitb16,dataset,34,83.97743836359662
dino_vitb16_dataset,dino_vitb16,dataset,35,86.91372977309146
dino_vitb16_dataset,dino_vitb16,dataset,36,85.07254632186039
dino_vitb16_dataset,dino_vitb16,dataset,37,83.44281603605894
dino_vitb16_dataset,dino_vitb16,dataset,38,84.60693659516934
dino_vitb16_dataset,dino_vitb16,dataset,39,81.66057833289368
dino_vitb16_dataset,dino_vitb16,dataset,40,83.17579603493604
dino_vitb16_dataset,dino_vitb16,dataset,41,83.60517761532586
dino_vitb16_dataset,dino_vitb16,dataset,42,81.75041277308068
dino_vitb16_dataset,dino_vitb16,dataset,43,81.32398508599998
dino_vitb16_dataset,dino_vitb16,dataset,44,84.00539084282613
dino_vitb16_dataset,dino_vitb16,dataset,45,83.7759515502691
dino_vitb16_dataset,dino_vitb16,dataset,46,82.9238544030521
dino_vitb16_dataset,dino_vitb16,dataset,47,85.7056477509106
dino_vitb16_dataset,dino_vitb16,dataset,48,83.89781866345245
dino_vitb16_dataset,dino_vitb16,dataset,49,81.83752551359109
dino_vitb16_dataset,dino_vitb16,dataset,50,83.84903291628969
dino_vitb16_dataset,dino_vitb16,dataset,51,82.28550552765756
dino_vitb16_dataset,dino_vitb16,dataset,52,83.24754114813511
dino_vitb16_dataset,dino_vitb16,dataset,53,83.81977957982141
dino_vitb16_dataset,dino_vitb16,dataset,54,86.7035448821121
dino_vitb16_dataset,dino_vitb16,dataset,55,86.49783267687916
dino_vitb16_dataset,dino_vitb16,dataset,56,85.16976191757632
dino_vitb16_dataset,dino_vitb16,dataset,57,82.94262728873713
dino_vitb16_dataset,dino_vitb16,dataset,58,85.39553147917336
dino_vitb16_dataset,dino_vitb16,dataset,59,80.81860944241369
dino_vitb16_dataset,dino_vitb16,dataset,60,81.9696203148658
dino_vitb16_dataset,dino_vitb16,dataset,61,80.67437874377192
dino_vitb16_dataset,dino_vitb16,dataset,62,81.75537815864743
dino_vitb16_dataset,dino_vitb16,dataset,63,83.20817792770386
dino_vitb16_dataset,dino_vitb16,dataset,64,83.50853529701382
dino_vitb16_dataset,dino_vitb16,dataset,65,84.45719031999587
dino_vitb16_dataset,dino_vitb16,dataset,66,79.46333486605617
dino_vitb16_dataset,dino_vitb16,dataset,67,83.11970788501827
dino_vitb16_dataset,dino_vitb16,dataset,68,82.51374370682456
dino_vitb16_dataset,dino_vitb16,dataset,69,81.1521326257592
dino_vitb16_dataset,dino_vitb16,dataset,70,83.42680165725069
dino_vitb16_dataset,dino_vitb16,dataset,71,83.62263768903617
dino_vitb16_dataset,dino_vitb16,dataset,72,82.40542222273761
dino_vitb16_dataset,dino_vitb16,dataset,73,79.98644531528241
dino_vitb16_dataset,dino_vitb16,dataset,74,81.54002357325025
dino_vitb16_dataset,dino_vitb16,dataset,75,84.54371282333939
dino_vitb16_dataset,dino_vitb16,dataset,76,84.80318492410348
dino_vitb16_dataset,dino_vitb16,dataset,77,84.7960806206705
dino_vitb16_dataset,dino_vitb16,dataset,78,85.02320259602419
dino_vitb16_dataset,dino_vitb16,dataset,79,84.12365336571897
dino_vitb16_dataset,dino_vitb16,dataset,80,86.06078941981592
dino_vitb16_dataset,dino_vitb16,dataset,81,81.61616809096964
dino_vitb16_dataset,dino_vitb16,dataset,82,82.27541097524936
dino_vitb16_dataset,dino_vitb16,dataset,83,82.94306592275016
dino_vitb16_dataset,dino_vitb16,dataset,84,83.21951745368592
dino_vitb16_dataset,dino_vitb16,dataset,85,82.19409922556329
dino_vitb16_dataset,dino_vitb16,dataset,86,82.13095901814464
dino_vitb16_dataset,dino_vitb16,dataset,87,82.48804461777787
dino_vitb16_dataset,dino_vitb16,dataset,88,80.48949550941337
dino_vitb16_dataset,dino_vitb16,dataset,89,82.92748532544847
dino_vitb16_dataset,dino_vitb16,dataset,90,83.93047319644194
dino_vitb16_dataset,dino_vitb16,dataset,91,81.8492992305525
dino_vitb16_dataset,dino_vitb16,dataset,92,83.1917299325038
dino_vitb16_dataset,dino_vitb16,dataset,93,83.99796800331674
dino_vitb16_dataset,dino_vitb16,dataset,94,83.73147623019793
dino_vitb16_dataset,dino_vitb16,dataset,95,81.82816190477267
dino_vitb16_dataset,dino_vitb16,dataset,96,84.62312978338424
dino_vitb16_dataset,dino_vitb16,dataset,97,83.50273734557767
dino_vitb16_dataset,dino_vitb16,dataset,98,81.78313834115471
dino_vitb16_dataset,dino_vitb16,dataset,99,83.37345926709729
dino_vitb16_dataset,dino_vitb16,dataset,100,81.70678048406985
dino_vitb16_imagenet,dino_vitb16,imagenet,1,81.45138208840577
dino_vitb16_imagenet,dino_vitb16,imagenet,2,81.65529141780902
dino_vitb16_imagenet,dino_vitb16,imagenet,3,84.61944844733473
dino_vitb16_imagenet,dino_vitb16,imagenet,4,83.65027065701902
dino_vitb16_imagenet,dino_vitb16,imagenet,5,81.01782868786248
dino_vitb16_imagenet,dino_vitb16,imagenet,6,81.12875654287038
dino_vitb16_imagenet,dino_vitb16,imagenet,7,81.9950195149749
dino_vitb16_imagenet,dino_vitb16,imagenet,8,82.06122479554041
dino_vitb16_imagenet,dino_vitb16,imagenet,9,83.22336253026215
dino_vitb16_imagenet,dino_vitb16,imagenet,10,83.16238329767829
dino_vitb16_imagenet,dino_vitb16,imagenet,11,83.15038978674683
dino_vitb16_imagenet,dino_vitb16,imagenet,12,82.19360810403607
dino_vitb16_imagenet,dino_vitb16,imagenet,13,84.18647556968082
dino_vitb16_imagenet,dino_vitb16,imagenet,14,82.02070933295865
dino_vitb16_imagenet,dino_vitb16,imagenet,15,85.39634240452716
dino_vitb16_imagenet,dino_vitb16,imagenet,16,84.01904667282139
dino_vitb16_imagenet,dino_vitb16,imagenet,17,81.77545534497649
dino_vitb16_imagenet,dino_vitb16,imagenet,18,82.98919267533144
dino_vitb16_imagenet,dino_vitb16,imagenet,19,84.93909952183331
dino_vitb16_imagenet,dino_vitb16,imagenet,20,82.99390959397216
dino_vitb16_imagenet,dino_vitb16,imagenet,21,85.13126140309153
dino_vitb16_imagenet,dino_vitb16,imagenet,22,81.3172017371986
dino_vitb16_imagenet,dino_vitb16,imagenet,23,83.2248494899371
dino_vitb16_imagenet,dino_vitb16,imagenet,24,80.37110702120017
dino_vitb16_imagenet,dino_vitb16,imagenet,25,81.66302908709926
dino_vitb16_imagenet,dino_vitb16,imagenet,26,80.48187339297908
dino_vitb16_imagenet,dino_vitb16,imagenet,27,80.28044241223466
dino_vitb16_imagenet,dino_vitb16,imagenet,28,81.2989953476591
dino_vitb16_imagenet,dino_vitb16,imagenet,29,83.3242215456567
dino_vitb16_imagenet,dino_vitb16,imagenet,30,84.74235339387852
dino_vitb16_imagenet,dino_vitb16,imagenet,31,80.46832028852893
dino_vitb16_imagenet,dino_vitb16,imagenet,32,82.36550498058753
dino_vitb16_imagenet,dino_vitb16,imagenet,33,82.38105459216662
dino_vitb16_imagenet,dino_vitb16,imagenet,34,83.44282509510208
dino_vitb16_imagenet,dino_vitb16,imagenet,35,85.20325819475383
dino_vitb16_imagenet,dino_vitb16,imagenet,36,84.5616166382893
dino_vitb16_imagenet,dino_vitb16,imagenet,37,83.2020982654027
dino_vitb16_imagenet,dino_vitb16,imagenet,38,83.87846796423011
dino_vitb16_imagenet,dino_vitb16,imagenet,39,80.5765954221432
dino_vitb16_imagenet,dino_vitb16,imagenet,40,82.78089890542674
dino_vitb16_imagenet,dino_vitb16,imagenet,41,83.83169617642426
dino_vitb16_imagenet,dino_vitb16,imagenet,42,79.92830021298312
dino_vitb16_imagenet,dino_vitb16,imagenet,43,81.95519510822231
dino_vitb16_imagenet,dino_vitb16,imagenet,44,83.17894871314138
dino_vitb16_imagenet,dino_vitb16,imagenet,45,82.91594505805186
dino_vitb16_imagenet,dino_vitb16,imagenet,46,83.03617542183962
dino_vitb16_imagenet,dino_vitb16,imagenet,47,85.38245579689622
dino_vitb16_imagenet,dino_vitb16,imagenet,48,82.50125983652332
dino_vitb16_imagenet,dino_vitb16,imagenet,49,82.59274877809108
dino_vitb16_imagenet,dino_vitb16,imagenet,50,82.21861869756641
dino_vitb16_imagenet,dino_vitb16,imagenet,51,83.32125227393183
dino_vitb16_imagenet,dino_vitb16,imagenet,52,84.91180916173897
dino_vitb16_imagenet,dino_vitb16,imagenet,53,84.55194430562013
dino_vitb16_imagenet,dino_vitb16,imagenet,54,86.33968104595641
dino_vitb16_imagenet,dino_vitb16,imagenet,55,84.723893071442
dino_vitb16_imagenet,dino_vitb16,imagenet,56,83.20960911837697
dino_vitb16_imagenet,dino_vitb16,imagenet,57,83.98685892665765
dino_vitb16_imagenet,dino_vitb16,imagenet,58,85.42554019708312
dino_vitb16_imagenet,dino_vitb16,imagenet,59,79.48404191140872
dino_vitb16_imagenet,dino_vitb16,imagenet,60,81.57667456235606
dino_vitb16_imagenet,dino_vitb16,imagenet,61,79.09556008579521
dino_vitb16_imagenet,dino_vitb16,imagenet,62,82.67184624442534
dino_vitb16_imagenet,dino_vitb16,imagenet,63,82.28067892468611
dino_vitb16_imagenet,dino_vitb16,imagenet,64,83.69244730591146
dino_vitb16_imagenet,dino_vitb16,imagenet,65,84.55604003343119
dino_vitb16_imagenet,dino_vitb16,imagenet,66,82.69521293822994
dino_vitb16_imagenet,dino_vitb16,imagenet,67,83.5000821095898
dino_vitb16_imagenet,dino_vitb16,imagenet,68,81.23172255177735
dino_vitb16_imagenet,dino_vitb16,imagenet,69,80.48053164693606
dino_vitb16_imagenet,dino_vitb16,imagenet,70,81.76598163488976
dino_vitb16_imagenet,dino_vitb16,imagenet,71,80.23387184211607
dino_vitb16_imagenet,dino_vitb16,imagenet,72,82.02178385040075
dino_vitb16_imagenet,dino_vitb16,imagenet,73,82.03874194421516
dino_vitb16_imagenet,dino_vitb16,imagenet,74,82.74179737237577
dino_vitb16_imagenet,dino_vitb16,imagenet,75,84.6815211746658
dino_vitb16_imagenet,dino_vitb16,imagenet,76,84.29325051225938
dino_vitb16_imagenet,dino_vitb16,imagenet,77,82.92571840820521
dino_vitb16_imagenet,dino_vitb16,imagenet,78,84.82040995236544
dino_vitb16_imagenet,dino_vitb16,imagenet,79,83.36227567001102
dino_vitb16_imagenet,dino_vitb16,imagenet,80,86.02811661379035
dino_vitb16_imagenet,dino_vitb16,imagenet,81,82.08904382085782
dino_vitb16_imagenet,dino_vitb16,imagenet,82,83.33357484595986
dino_vitb16_imagenet,dino_vitb16,imagenet,83,83.32033731315691
dino_vitb16_imagenet,dino_vitb16,imagenet,84,81.38203663888798
dino_vitb16_imagenet,dino_vitb16,imagenet,85,81.71860444601984
dino_vitb16_imagenet,dino_vitb16,imagenet,86,83.38512645384243
dino_vitb16_imagenet,dino_vitb16,imagenet,87,81.46124396373543
dino_vitb16_imagenet,dino_vitb16,imagenet,88,81.00425176887639
dino_vitb16_imagenet,dino_vitb16,imagenet,89,83.44962220684684
dino_vitb16_imagenet,dino_vitb16,imagenet,90,82.9616057710169
dino_vitb16_imagenet,dino_vitb16,imagenet,91,81.71936454871387
dino_vitb16_imagenet,dino_vitb16,imagenet,92,79.10782297921625
dino_vitb16_imagenet,dino_vitb16,imagenet,93,86.1732829897448
dino_vitb16_imagenet,dino_vitb16,imagenet,94,85.29056045385384
dino_vitb16_imagenet,dino_vitb16,imagenet,95,83.09775906932349
dino_vitb16_imagenet,dino_vitb16,imagenet,96,84.0761787385839
dino_vitb16_imagenet,dino_vitb16,imagenet,97,84.30390815966717
dino_vitb16_imagenet,dino_vitb16,imagenet,98,81.75502147220278
dino_vitb16_imagenet,dino_vitb16,imagenet,99,84.95591956748743
dino_vitb16_imagenet,dino_vitb16,imagenet,100,81.24112735464777
dino_vitb8_dataset,dino_vitb8,dataset,1,82.31823331772475
dino_vitb8_dataset,dino_vitb8,dataset,2,80.02850498482132
dino_vitb8_dataset,dino_vitb8,dataset,3,84.42252001219255
dino_vitb8_dataset,dino_vitb8,dataset,4,82.94655422522091
dino_vitb8_dataset,dino_vitb8,dataset,5,83.15339761001262
dino_vitb8_dataset,dino_vitb8,dataset,6,82.57955759884406
dino_vitb8_dataset,dino_vitb8,dataset,7,80.06904070634333
dino_vitb8_dataset,dino_vitb8,dataset,8,81.17829087726531
dino_vitb8_dataset,dino_vitb8,dataset,9,82.66964561591466
dino_vitb8_dataset,dino_vitb8,dataset,10,82.91745450107844
dino_vitb8_dataset,dino_vitb8,dataset,11,83.3599849087911
dino_vitb8_dataset,dino_vitb8,dataset,12,81.65769964320155
dino_vitb8_dataset,dino_vitb8,dataset,13,81.88773033152712
dino_vitb8_dataset,dino_vitb8,dataset,14,81.69588140899906
dino_vitb8_dataset,dino_vitb8,dataset,15,85.03012151075939
dino_vitb8_dataset,dino_vitb8,dataset,16,85.39465644157696
dino_vitb8_dataset,dino_vitb8,dataset,17,82.19557501799103
dino_vitb8_dataset,dino_vitb8,dataset,18,83.4800137726517
dino_vitb8_dataset,dino_vitb8,dataset,19,84.72722284128564
dino_vitb8_dataset,dino_vitb8,dataset,20,82.88954626460409
dino_vitb8_dataset,dino_vitb8,dataset,21,83.61106211555548
dino_vitb8_dataset,dino_vitb8,dataset,22,83.07662206518354
dino_vitb8_dataset,dino_vitb8,dataset,23,82.26575160137165
dino_vitb8_dataset,dino_vitb8,dataset,24,82.769720116662
dino_vitb8_dataset,dino_vitb8,dataset,25,82.72602664693686
dino_vitb8_dataset,dino_vitb8,dataset,26,81.06687301411726
dino_vitb8_dataset,dino_vitb8,dataset,27,80.06283498132801
dino_vitb8_dataset,dino_vitb8,dataset,28,81.08126099297978
dino_vitb8_dataset,dino_vitb8,dataset,29,82.75534745626778
dino_vitb8_dataset,dino_vitb8,dataset,30,83.00285092337703
dino_vitb8_dataset,dino_vitb8,dataset,31,83.07635310768067
dino_vitb8_dataset,dino_vitb8,dataset,32,83.67499137412324
dino_vitb8_dataset,dino_vitb8,dataset,33,82.44595917260675
dino_vitb8_dataset,dino_vitb8,dataset,34,83.67889104295585
dino_vitb8_dataset,dino_vitb8,dataset,35,84.16020487390115
dino_vitb8_dataset,dino_vitb8,dataset,36,84.25542507036306
dino_vitb8_dataset,dino_vitb8,dataset,37,82.76237686570894
dino_vitb8_dataset,dino_vitb8,dataset,38,82.66050468031281
dino_vitb8_dataset,dino_vitb8,dataset,39,81.86110361820276
dino_vitb8_dataset,dino_vitb8,dataset,40,82.0098203831966
dino_vitb8_dataset,dino_vitb8,dataset,41,84.27674768652159
dino_vitb8_dataset,dino_vitb8,dataset,42,81.99055586311903
dino_vitb8_dataset,dino_vitb8,dataset,43,82.85041325207973
dino_vitb8_dataset,dino_vitb8,dataset,44,81.1456468273029
dino_vitb8_dataset,dino_vitb8,dataset,45,82.95233566103718
dino_vitb8_dataset,dino_vitb8,dataset,46,83.43224070049845
dino_vitb8_dataset,dino_vitb8,dataset,47,84.9840839722787
dino_vitb8_dataset,dino_vitb8,dataset,48,82.42430804433127
dino_vitb8_dataset,dino_vitb8,dataset,49,82.86116740893095
dino_vitb8_dataset,dino_vitb8,dataset,50,81.955765840395
dino_vitb8_dataset,dino_vitb8,dataset,51,82.42787405951555
dino_vitb8_dataset,dino_vitb8,dataset,52,84.32651158311218
dino_vitb8_dataset,dino_vitb8,dataset,53,81.50213084112082
dino_vitb8_dataset,dino_vitb8,dataset,54,85.81767563214552
dino_vitb8_dataset,dino_vitb8,dataset,55,84.92526663546191
dino_vitb8_dataset,dino_vitb8,dataset,56,84.73902101510267
dino_vitb8_dataset,dino_vitb8,dataset,57,84.11976273596362
dino_vitb8_dataset,dino_vitb8,dataset,58,85.70630315940711
dino_vitb8_dataset,dino_vitb8,dataset,59,81.9505516281658
dino_vitb8_dataset,dino_vitb8,dataset,60,81.29488489847584
dino_vitb8_dataset,dino_vitb8,dataset,61,81.65162972075743
dino_vitb8_dataset,dino_vitb8,dataset,62,83.43133028416382
dino_vitb8_dataset,dino_vitb8,dataset,63,84.13689990788386
dino_vitb8_dataset,dino_vitb8,dataset,64,81.91624269039946
dino_vitb8_dataset,dino_vitb8,dataset,65,83.43323101851334
dino_vitb8_dataset,dino_vitb8,dataset,66,81.48930634475835
dino_vitb8_dataset,dino_vitb8,dataset,67,83.329504735069
dino_vitb8_dataset,dino_vitb8,dataset,68,81.01363189463801
dino_vitb8_dataset,dino_vitb8,dataset,69,81.92016960988269
dino_vitb8_dataset,dino_vitb8,dataset,70,82.76080897784435
dino_vitb8_dataset,dino_vitb8,dataset,71,80.5225873194938
dino_vitb8_dataset,dino_vitb8,dataset,72,81.88683139772515
dino_vitb8_dataset,dino_vitb8,dataset,73,82.50908623833368
dino_vitb8_dataset,dino_vitb8,dataset,74,81.64872839584729
dino_vitb8_dataset,dino_vitb8,dataset,75,84.86709856537182
dino_vitb8_dataset,dino_vitb8,dataset,76,84.55836971266244
dino_vitb8_dataset,dino_vitb8,dataset,77,81.80155108924956
dino_vitb8_dataset,dino_vitb8,dataset,78,84.58254570475789
dino_vitb8_dataset,dino_vitb8,dataset,79,81.24791729116122
dino_vitb8_dataset,dino_vitb8,dataset,80,83.69064285475929
dino_vitb8_dataset,dino_vitb8,dataset,81,81.69927423162329
dino_vitb8_dataset,dino_vitb8,dataset,82,84.10710492926029
dino_vitb8_dataset,dino_vitb8,dataset,83,81.94362232163945
dino_vitb8_dataset,dino_vitb8,dataset,84,81.90534397141653
dino_vitb8_dataset,dino_vitb8,dataset,85,83.82960308382054
dino_vitb8_dataset,dino_vitb8,dataset,86,81.6396552199682
dino_vitb8_dataset,dino_vitb8,dataset,87,81.30159471783863
dino_vitb8_dataset,dino_vitb8,dataset,88,80.35243428903942
dino_vitb8_dataset,dino_vitb8,dataset,89,84.60611594549596
dino_vitb8_dataset,dino_vitb8,dataset,90,82.10589222747849
dino_vitb8_dataset,dino_vitb8,dataset,91,81.91535333820356
dino_vitb8_dataset,dino_vitb8,dataset,92,79.14778811774552
dino_vitb8_dataset,dino_vitb8,dataset,93,85.07541134174038
dino_vitb8_dataset,dino_vitb8,dataset,94,81.85805278436086
dino_vitb8_dataset,dino_vitb8,dataset,95,82.76092754536117
dino_vitb8_dataset,dino_vitb8,dataset,96,83.77241208263999
dino_vitb8_dataset,dino_vitb8,dataset,97,83.15937428052271
dino_vitb8_dataset,dino_vitb8,dataset,98,81.71462424755875
dino_vitb8_dataset,dino_vitb8,dataset,99,83.4752922451238
dino_vitb8_dataset,dino_vitb8,dataset,100,81.22609680466852
dino_vitb8_imagenet,dino_vitb8,imagenet,1,83.7186041071332
dino_vitb8_imagenet,dino_vitb8,imagenet,2,84.20651990716
dino_vitb8_imagenet,dino_vitb8,imagenet,3,86.57110873872607
dino_vitb8_imagenet,dino_vitb8,imagenet,4,83.82692439779922
dino_vitb8_imagenet,dino_vitb8,imagenet,5,83.81670683755762
dino_vitb8_imagenet,dino_vitb8,imagenet,6,84.48175803251851
dino_vitb8_imagenet,dino_vitb8,imagenet,7,83.98103710254198
dino_vitb8_imagenet,dino_vitb8,imagenet,8,83.83105465377577
dino_vitb8_imagenet,dino_vitb8,imagenet,9,85.18383634909196
dino_vitb8_imagenet,dino_vitb8,imagenet,10,83.48944906814701
dino_vitb8_imagenet,dino_vitb8,imagenet,11,85.1458283267239
dino_vitb8_imagenet,dino_vitb8,imagenet,12,83.54955253884634
dino_vitb8_imagenet,dino_vitb8,imagenet,13,85.35602110199545
dino_vitb8_imagenet,dino_vitb8,imagenet,14,84.1690353771539
dino_vitb8_imagenet,dino_vitb8,imagenet,15,84.04629530453025
dino_vitb8_imagenet,dino_vitb8,imagenet,16,86.27398284374365
dino_vitb8_imagenet,dino_vitb8,imagenet,17,81.9713274444658
dino_vitb8_imagenet,dino_vitb8,imagenet,18,83.72268260946464
dino_vitb8_imagenet,dino_vitb8,imagenet,19,86.39714542963512
dino_vitb8_imagenet,dino_vitb8,imagenet,20,83.82353421988597
dino_vitb8_imagenet,dino_vitb8,imagenet,21,86.8042273853065
dino_vitb8_imagenet,dino_vitb8,imagenet,22,84.89189187480342
dino_vitb8_imagenet,dino_vitb8,imagenet,23,83.95196191116987
dino_vitb8_imagenet,dino_vitb8,imagenet,24,84.42898804865672
dino_vitb8_imagenet,dino_vitb8,imagenet,25,83.05460066879482
dino_vitb8_imagenet,dino_vitb8,imagenet,26,81.35627297814243
dino_vitb8_imagenet,dino_vitb8,imagenet,27,82.69020369903933
dino_vitb8_imagenet,dino_vitb8,imagenet,28,84.8009372043409
dino_vitb8_imagenet,dino_vitb8,imagenet,29,82.76266747468458
dino_vitb8_imagenet,dino_vitb8,imagenet,30,83.77832510762408
dino_vitb8_imagenet,dino_vitb8,imagenet,31,84.43301087929562
dino_vitb8_imagenet,dino_vitb8,imagenet,32,84.61378517451237
dino_vitb8_imagenet,dino_vitb8,imagenet,33,84.31556453794718
dino_vitb8_imagenet,dino_vitb8,imagenet,34,83.27711082499593
dino_vitb8_imagenet,dino_vitb8,imagenet,35,87.13576594730085
dino_vitb8_imagenet,dino_vitb8,imagenet,36,84.91359404562068
dino_vitb8_imagenet,dino_vitb8,imagenet,37,84.35044768617337
dino_vitb8_imagenet,dino_vitb8,imagenet,38,85.63546115454743
dino_vitb8_imagenet,dino_vitb8,imagenet,39,82.84873025972013
dino_vitb8_imagenet,dino_vitb8,imagenet,40,83.47393451677057
dino_vitb8_imagenet,dino_vitb8,imagenet,41,84.9468745794902
dino_vitb8_imagenet,dino_vitb8,imagenet,42,82.49085506182693
dino_vitb8_imagenet,dino_vitb8,imagenet,43,82.64302460224631
dino_vitb8_imagenet,dino_vitb8,imagenet,44,84.99058232902968
dino_vitb8_imagenet,dino_vitb8,imagenet,45,85.01175253209064
dino_vitb8_imagenet,dino_vitb8,imagenet,46,85.1928534279262
dino_vitb8_imagenet,dino_vitb8,imagenet,47,84.10631454962949
dino_vitb8_imagenet,dino_vitb8,imagenet,48,85.11917499563569
dino_vitb8_imagenet,dino_vitb8,imagenet,49,85.31410594818638
dino_vitb8_imagenet,dino_vitb8,imagenet,50,84.00014484814787
dino_vitb8_imagenet,dino_vitb8,imagenet,51,83.21430591351265
dino_vitb8_imagenet,dino_vitb8,imagenet,52,86.13703745894846
dino_vitb8_imagenet,dino_vitb8,imagenet,53,84.90054883803778
dino_vitb8_imagenet,dino_vitb8,imagenet,54,86.61998979027443
dino_vitb8_imagenet,dino_vitb8,imagenet,55,84.83360659686035
dino_vitb8_imagenet,dino_vitb8,imagenet,56,89.01902367818604
dino_vitb8_imagenet,dino_vitb8,imagenet,57,86.60977356552277
dino_vitb8_imagenet,dino_vitb8,imagenet,58,87.69196439169534
dino_vitb8_imagenet,dino_vitb8,imagenet,59,83.09062645083019
dino_vitb8_imagenet,dino_vitb8,imagenet,60,85.44244207216973
dino_vitb8_imagenet,dino_vitb8,imagenet,61,82.62420999556642
dino_vitb8_imagenet,dino_vitb8,imagenet,62,82.67593096096137
dino_vitb8_imagenet,dino_vitb8,imagenet,63,85.44520850663339
dino_vitb8_imagenet,dino_vitb8,imagenet,64,81.75312206864974
dino_vitb8_imagenet,dino_vitb8,imagenet,65,85.71449392256804
dino_vitb8_imagenet,dino_vitb8,imagenet,66,82.73335303274385
dino_vitb8_imagenet,dino_vitb8,imagenet,67,83.14797618320434
dino_vitb8_imagenet,dino_vitb8,imagenet,68,84.49544999701797
dino_vitb8_imagenet,dino_vitb8,imagenet,69,85.44020919491658
dino_vitb8_imagenet,dino_vitb8,imagenet,70,83.9189074275841
dino_vitb8_imagenet,dino_vitb8,imagenet,71,83.86073466591142
dino_vitb8_imagenet,dino_vitb8,imagenet,72,84.69360848088338
dino_vitb8_imagenet,dino_vitb8,imagenet,73,83.90406677228252
dino_vitb8_imagenet,dino_vitb8,imagenet,74,84.81580312623346
dino_vitb8_imagenet,dino_vitb8,imagenet,75,87.39857307336538
dino_vitb8_imagenet,dino_vitb8,imagenet,76,87.67589096275012
dino_vitb8_imagenet,dino_vitb8,imagenet,77,83.44713943949293
dino_vitb8_imagenet,dino_vitb8,imagenet,78,86.98123837779042
dino_vitb8_imagenet,dino_vitb8,imagenet,79,83.32014092125026
dino_vitb8_imagenet,dino_vitb8,imagenet,80,86.39511226150695
dino_vitb8_imagenet,dino_vitb8,imagenet,81,83.32924792656043
dino_vitb8_imagenet,dino_vitb8,imagenet,82,83.32887411889567
dino_vitb8_imagenet,dino_vitb8,imagenet,83,84.50017373415194
dino_vitb8_imagenet,dino_vitb8,imagenet,84,85.82658260375968
dino_vitb8_imagenet,dino_vitb8,imagenet,85,84.07157875617092
dino_vitb8_imagenet,dino_vitb8,imagenet,86,81.86339002794732
dino_vitb8_imagenet,dino_vitb8,imagenet,87,81.6647585772435
dino_vitb8_imagenet,dino_vitb8,imagenet,88,84.08241160410157
dino_vitb8_imagenet,dino_vitb8,imagenet,89,87.07418905117116
dino_vitb8_imagenet,dino_vitb8,imagenet,90,84.52188980036533
dino_vitb8_imagenet,dino_vitb8,imagenet,91,83.33036769121134
dino_vitb8_imagenet,dino_vitb8,imagenet,92,81.95845936146269
dino_vitb8_imagenet,dino_vitb8,imagenet,93,86.49938588322811
dino_vitb8_imagenet,dino_vitb8,imagenet,94,84.413564640654
dino_vitb8_imagenet,dino_vitb8,imagenet,95,84.23936330895565
dino_vitb8_imagenet,dino_vitb8,imagenet,96,85.27956668601344
dino_vitb8_imagenet,dino_vitb8,imagenet,97,86.76290401639196
dino_vitb8_imagenet,dino_vitb8,imagenet,98,81.95522323092447
dino_vitb8_imagenet,dino_vitb8,imagenet,99,85.54374448764719
dino_vitb8_imagenet,dino_vitb8,imagenet,100,84.19697010327776
dinov2_vits14_dataset,dinov2_vits14,dataset,1,71.04429315764868
dinov2_vits14_dataset,dinov2_vits14,dataset,2,71.74156968156568
dinov2_vits14_dataset,dinov2_vits14,dataset,3,74.1755441251067
dinov2_vits14_dataset,dinov2_vits14,dataset,4,73.3228013458495
dinov2_vits14_dataset,dinov2_vits14,dataset,5,73.22727060453138
dinov2_vits14_dataset,dinov2_vits14,dataset,6,72.1916474913855
dinov2_vits14_dataset,dinov2_vits14,dataset,7,72.03353260965292
dinov2_vits14_dataset,dinov2_vits14,dataset,8,71.64978786717708
dinov2_vits14_dataset,dinov2_vits14,dataset,9,71.82364727999993
dinov2_vits14_dataset,dinov2_vits14,dataset,10,75.22133899399998
dinov2_vits14_dataset,dinov2_vits14,dataset,11,72.46443607293571
dinov2_vits14_dataset,dinov2_vits14,dataset,12,73.49409255274742
dinov2_vits14_dataset,dinov2_vits14,dataset,13,72.98779806923304
dinov2_vits14_dataset,dinov2_vits14,dataset,14,73.06567748933777
dinov2_vits14_dataset,dinov2_vits14,dataset,15,72.43160755025124
dinov2_vits14_dataset,dinov2_vits14,dataset,16,75.38102869205672
dinov2_vits14_dataset,dinov2_vits14,dataset,17,72.52217104707854
