base_model,dataset_mean,dataset_margin,imagenet_mean,imagenet_margin,delta,cis_overlap
dinov2_vitb14,72.40525018892932,0.32400306110865656,78.99945473141155,0.31504114162810476,6.594204542482231,False
dino_vits16,73.65047901925423,0.355088046682245,77.73774483149784,0.31731437278552377,4.087265812243601,False
dinov2_vitg14,75.71597549952904,0.3333935544162469,78.6066315808291,0.30403585864768523,2.8906560813000652,False
dino_vits8,82.9161915396284,0.3118869194234855,85.17942430006728,0.2639629057007288,2.263232760438882,False
dino_vitb8,82.73282946617381,0.27158130268908653,84.47338702382038,0.30012632752367,1.740557557646568,False
dinov2_vits14,72.96238137371694,0.30925890485542584,74.21197250411437,0.31458734916047754,1.2495911303974339,False
dino_vitb16,83.08847061326928,0.3070204894464421,82.84341803917239,0.3205729146932873,-0.24505257409688852,True
dinov2_vitl14,77.59618596174555,0.30709359939049924,69.92759175388098,0.377529568121005,-7.668594207864572,False
